;Time;Number_of_Casualties;Day_of_Week;Road_Type;Speed_limit;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Urban_or_Rural_Area;Vehicle_Type;Did_Police_Officer_Attend_Scene_of_Accident;Junction_Detail;Number_of_Vehicles;Accident_Severity;Unnamed: 14;Accident_Date
4529;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;6;1;2;;4/05/2023 7:35
4530;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;7;1;3;;22/12/2022 8:16
4531;Noche;-1;Fin de semana;2;20.0;1;1;1;1;bike;1;6;1;3;;5/08/2022 9:40
4532;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/03/2023 23:14
4533;Mañana;-1;Día laboral;2;30.0;1;2;2;1;bike;1;3;1;3;;23/04/2023 19:20
4534;Noche;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;29/11/2022 17:42
4535;Mañana;-1;Día laboral;6;30.0;1;;66;1;bike;2;0;1;3;;6/10/2022 0:54
4536;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;3;1;3;;8/07/2022 17:26
4537;Tarde;-1;Día laboral;2;30.0;1;1;1;1;bike;1;3;1;2;;24/07/2022 6:02
4538;Noche;-1;Día laboral;9;30.0;1;;66;1;bike;2;0;1;3;;1/04/2023 7:42
4539;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;25/07/2022 23:15
4540;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;9;1;2;;1/07/2022 15:56
4541;Tarde;-1;Día laboral;6;20.0;1;1;1;1;bike;1;8;1;3;;21/08/2022 15:51
4542;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;14/06/2022 18:05
4543;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;11/09/2022 6:28
4544;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;8/12/2022 13:19
4545;Tarde;-1;Día laboral;3;20.0;1;2;2;1;bike;1;9;1;3;;10/02/2023 10:28
4546;Tarde;-1;Día laboral;3;30.0;1;1;1;1;bike;1;3;1;2;;22/02/2023 21:45
4547;Mañana;-1;Día laboral;6;30.0;1;;66;1;bike;2;-1;1;3;;4/04/2023 20:43
4548;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;24/05/2023 5:50
4549;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;2;3;1;3;;4/02/2023 8:43
4550;Noche;-1;Día laboral;3;30.0;4;1;1;1;bike;1;7;1;3;;7/09/2022 11:06
4551;Mañana;-1;Fin de semana;9;30.0;1;;66;1;bike;2;0;1;3;;18/08/2022 12:02
4552;Noche;-1;Día laboral;6;20.0;4;2;2;1;bike;1;3;1;3;;29/06/2022 21:10
4553;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;-1;1;3;;29/03/2023 0:51
4554;Noche;-1;Día laboral;3;20.0;6;1;1;2;bike;1;9;1;3;;11/01/2023 14:43
4555;Mañana;-1;Día laboral;9;30.0;1;1;1;1;bike;2;3;1;3;;6/04/2023 19:35
4556;Tarde;-1;Día laboral;9;30.0;1;;66;2;bike;2;3;1;2;;5/08/2022 7:49
4557;Noche;-2;Día laboral;6;20.0;4;1;1;1;bike;1;0;1;3;;27/04/2023 6:18
4558;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;2;;11/01/2023 13:19
4559;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;2;3;1;3;;5/05/2022 20:50
4560;Mañana;-1;Día laboral;9;40.0;1;1;1;1;bike;2;-1;1;2;;14/05/2022 7:55
4561;Tarde;-1;Fin de semana;2;20.0;1;2;2;1;bike;2;3;1;3;;8/06/2022 14:52
4562;Tarde;-1;Fin de semana;6;30.0;1;;66;1;bike;2;3;1;3;;29/08/2022 3:42
4563;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;9;1;3;;16/12/2022 16:35
4564;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;0;1;2;;6/12/2022 5:42
4565;Tarde;-1;Día laboral;3;20.0;1;1;1;1;bike;2;0;1;3;;4/04/2023 7:51
4566;Mañana;-1;Día laboral;6;20.0;1;1;1;1;bike;2;-1;1;3;;6/10/2022 16:57
4567;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;2;-1;1;3;;11/04/2023 5:10
4568;Tarde;-1;Fin de semana;3;30.0;1;1;1;1;bike;1;7;1;3;;30/07/2022 16:11
4569;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;9;1;2;;5/06/2022 1:15
4570;Mañana;-1;Día laboral;6;20.0;1;1;1;1;bike;1;3;1;3;;27/06/2022 17:00
4571;Mañana;-1;Fin de semana;9;30.0;1;;66;1;bike;2;0;1;3;;27/02/2023 18:08
4572;Tarde;-1;Día laboral;6;20.0;1;1;1;1;bike;2;3;1;3;;7/10/2022 18:23
4573;Tarde;-1;Día laboral;3;30.0;1;1;1;1;bike;2;6;1;3;;24/07/2022 16:22
4574;Mañana;-1;Día laboral;6;30.0;4;2;2;1;bike;1;3;1;3;;8/01/2023 7:29
4575;Tarde;-1;Día laboral;3;30.0;1;1;1;1;bike;1;9;1;3;;22/09/2022 15:16
4576;Tarde;-1;Fin de semana;6;20.0;1;1;1;1;bike;1;9;1;3;;31/05/2022 17:03
4577;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;2/11/2022 6:58
4578;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;25/12/2022 1:28
4579;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;7/08/2022 22:34
4580;Tarde;-1;Fin de semana;1;30.0;1;1;1;1;bike;2;1;1;3;;3/05/2022 8:53
4581;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;7;1;2;;9/07/2022 3:28
4582;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;5/05/2022 22:23
4583;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;30/04/2023 15:57
4584;Mañana;-1;Día laboral;6;20.0;1;;66;1;bike;2;3;1;2;;4/05/2023 5:25
4585;Mañana;-2;Fin de semana;6;20.0;1;1;1;1;bike;1;3;1;2;;17/06/2022 0:30
4586;Noche;-1;Día laboral;9;30.0;1;1;1;1;bike;2;-1;1;2;;22/11/2022 23:00
4587;Noche;-1;Fin de semana;9;30.0;1;;66;1;bike;2;-1;1;3;;8/05/2023 18:02
4588;Tarde;-1;Fin de semana;3;30.0;1;1;1;1;bike;1;0;1;3;;31/10/2022 16:20
4589;Noche;-1;Fin de semana;6;20.0;4;1;1;1;bike;2;0;1;3;;19/08/2022 19:16
4590;Tarde;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;21/04/2023 22:50
4591;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;26/09/2022 8:22
4592;Mañana;-1;Día laboral;9;30.0;1;;66;1;bike;2;0;1;3;;31/12/2022 21:43
4593;Mañana;-1;Día laboral;6;20.0;1;1;1;1;bike;2;0;1;3;;20/05/2022 11:37
4594;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;2;0;1;3;;24/08/2022 18:46
4595;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;9;1;3;;8/05/2023 1:25
4596;Noche;-1;Fin de semana;9;30.0;7;;66;1;bike;2;-1;1;3;;6/10/2022 14:28
4597;Mañana;-1;Día laboral;2;30.0;1;2;2;1;bike;2;2;1;2;;2/06/2022 2:08
4598;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;27/10/2022 23:10
4599;Tarde;-1;Día laboral;3;30.0;4;1;1;1;bike;1;6;1;3;;25/04/2023 23:23
4600;Tarde;-2;Día laboral;3;30.0;1;1;1;1;bike;1;9;1;3;;14/11/2022 7:34
4601;Mañana;-1;Día laboral;9;40.0;1;;66;1;bike;2;-1;1;3;;3/05/2022 5:32
4602;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;22/09/2022 8:52
4603;Noche;-1;Día laboral;1;30.0;4;1;1;1;bike;2;1;1;3;;7/03/2023 16:29
4604;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/04/2023 9:03
4605;Noche;-1;Día laboral;6;20.0;4;;66;1;bike;2;0;1;3;;25/02/2023 20:27
4606;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;9/05/2023 7:04
4607;Tarde;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;4/05/2022 11:14
4608;Mañana;-1;Día laboral;6;20.0;1;1;1;1;bike;2;1;1;2;;2/02/2023 0:22
4609;Tarde;-1;Fin de semana;6;30.0;4;1;1;1;bike;2;7;1;3;;25/11/2022 9:20
4610;Noche;-1;Día laboral;6;20.0;4;1;1;1;bike;2;3;1;3;;26/05/2023 10:47
4611;Noche;-1;Día laboral;1;30.0;4;1;1;1;bike;2;1;1;2;;26/04/2023 11:55
4612;Tarde;-2;Fin de semana;6;30.0;1;1;1;1;bike;1;7;1;3;;23/04/2023 17:08
4613;Mañana;-1;Día laboral;9;20.0;1;1;1;1;bike;2;-1;1;2;;16/05/2022 7:05
4614;Noche;-1;Día laboral;3;40.0;4;2;2;1;bike;2;6;1;2;;21/07/2022 0:12
4615;Mañana;-1;Día laboral;9;20.0;1;2;2;1;bike;2;0;1;3;;7/12/2022 23:39
4616;Noche;-2;Día laboral;6;30.0;4;1;1;1;bike;1;7;1;3;;27/02/2023 23:19
4617;Mañana;-1;Fin de semana;6;20.0;1;1;1;1;bike;1;0;1;3;;31/08/2022 16:11
4618;Tarde;-1;Día laboral;6;40.0;4;1;1;1;bike;2;6;1;2;;1/01/2023 7:33
4619;Tarde;-1;Día laboral;1;30.0;1;2;2;1;bike;1;1;1;2;;4/10/2022 11:22
4620;Mañana;-1;Día laboral;9;30.0;1;2;2;1;bike;2;0;1;3;;22/08/2022 6:49
4621;Mañana;-1;Día laboral;6;20.0;7;2;2;1;bike;2;3;1;3;;31/10/2022 20:55
4622;Mañana;-1;Día laboral;3;30.0;1;1;1;1;bike;1;3;1;3;;27/05/2023 6:49
4623;Mañana;-1;Fin de semana;3;30.0;1;1;1;1;bike;2;7;1;3;;5/11/2022 8:22
4624;Mañana;-1;Día laboral;9;30.0;1;;66;1;bike;2;3;1;3;;23/11/2022 9:08
4625;Tarde;-1;Día laboral;9;30.0;1;;66;1;bike;2;8;1;3;;3/02/2023 19:21
4626;Tarde;-1;Fin de semana;6;20.0;1;1;1;1;bike;1;3;1;2;;1/03/2023 3:43
4627;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;7/11/2022 10:21
4628;Noche;-1;Día laboral;9;30.0;7;1;1;1;bike;2;0;1;2;;11/12/2022 10:43
4629;Noche;-1;Día laboral;3;30.0;4;2;2;1;bike;1;3;1;2;;11/02/2023 9:00
4630;Tarde;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;2;;19/08/2022 12:58
4631;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;2;7;1;3;;7/12/2022 3:03
4632;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;2;0;1;2;;21/08/2022 16:41
4633;Noche;-2;Fin de semana;6;30.0;4;1;1;1;bike;2;0;1;2;;29/09/2022 22:02
4634;Mañana;-1;Día laboral;2;30.0;1;1;1;1;bike;2;0;1;3;;16/11/2022 3:47
4635;Mañana;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;0;1;3;;1/06/2022 22:22
4636;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;1/03/2023 23:34
4637;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;3;1;2;;7/05/2022 9:33
4638;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;12/09/2022 7:19
4639;Tarde;-2;Día laboral;6;30.0;4;2;2;2;bike;1;3;1;3;;8/06/2022 23:22
4640;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;25/06/2022 10:23
4641;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;15/05/2023 4:54
4642;Mañana;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;28/05/2022 10:46
4643;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;11/07/2022 16:43
4644;Mañana;-1;Día laboral;2;30.0;1;4;4;1;bike;2;0;1;2;;4/10/2022 5:09
4645;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;5/10/2022 13:20
4646;Tarde;-2;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;10/06/2022 18:10
4647;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;8/05/2023 10:10
4648;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;19/10/2022 7:35
4649;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;1;1;3;;21/05/2023 18:52
4650;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;10/05/2022 16:04
4651;Tarde;-1;Fin de semana;3;30.0;1;1;1;1;bike;2;0;1;3;;14/05/2022 16:52
4652;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;2;0;1;3;;9/11/2022 13:24
4653;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;6;1;2;;26/04/2023 23:25
4654;Mañana;-2;Día laboral;6;40.0;1;1;1;1;bike;1;3;1;2;;11/05/2023 22:53
4655;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;2;0;1;3;;20/02/2023 19:00
4656;Mañana;-1;Fin de semana;6;40.0;1;1;1;2;bike;1;0;1;3;;23/05/2023 6:20
4657;Noche;-1;Día laboral;6;60.0;1;1;1;2;bike;1;3;1;2;;10/06/2022 2:49
4658;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;6;1;2;;16/11/2022 10:08
4659;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;2;0;1;2;;7/01/2023 4:46
4660;Noche;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;21/05/2022 3:45
4661;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;7/03/2023 1:54
4662;Mañana;-1;Día laboral;2;30.0;1;1;1;1;bike;2;3;1;1;;28/07/2022 9:27
4663;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;20/11/2022 5:20
4664;Tarde;-1;Día laboral;2;30.0;1;1;1;1;bike;2;9;1;3;;19/07/2022 1:30
4665;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;2;0;1;3;;6/12/2022 18:26
4666;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;3/10/2022 4:31
4667;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;29/01/2023 15:22
4668;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;1;1;3;;28/04/2023 23:18
4669;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;2/06/2022 5:45
4670;Noche;-1;Día laboral;6;20.0;1;2;2;2;bike;1;3;1;3;;7/06/2022 17:34
4671;Mañana;-2;Día laboral;6;60.0;1;1;1;2;bike;1;3;1;2;;24/11/2022 6:10
4672;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;24/02/2023 20:47
4673;Mañana;-1;Fin de semana;6;60.0;1;1;1;2;bike;2;0;1;1;;14/08/2022 3:53
4674;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;10/11/2022 14:39
4675;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;2;1;3;;10/08/2022 9:16
4676;Mañana;-1;Fin de semana;1;30.0;1;1;1;2;bike;1;1;1;3;;9/07/2022 7:03
4677;Tarde;-1;Día laboral;6;30.0;1;2;2;2;bike;1;3;1;3;;2/06/2022 14:37
4678;Mañana;-1;Fin de semana;6;60.0;1;4;4;2;bike;1;0;1;2;;8/07/2022 11:13
4679;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;16/12/2022 9:26
4680;Noche;-1;Día laboral;2;30.0;4;1;1;1;bike;2;0;1;3;;10/12/2022 9:57
4681;Tarde;-1;Día laboral;1;40.0;7;1;1;2;bike;1;1;1;3;;14/07/2022 0:59
4682;Tarde;-1;Día laboral;6;20.0;7;1;1;1;bike;1;9;1;3;;25/05/2022 8:44
4683;Noche;-1;Día laboral;6;30.0;7;1;1;1;bike;1;0;1;3;;22/06/2022 17:29
4684;Mañana;-1;Día laboral;2;30.0;1;1;1;1;bike;2;6;1;3;;10/04/2023 7:21
4685;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;0;1;2;;11/05/2022 14:52
4686;Tarde;-1;Día laboral;6;30.0;4;2;2;1;bike;1;0;1;3;;12/12/2022 21:08
4687;Tarde;-1;Día laboral;6;40.0;1;2;2;1;bike;2;9;1;3;;4/11/2022 8:12
4688;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;0;1;2;;26/05/2023 7:22
4689;Noche;-1;Fin de semana;6;50.0;4;1;1;2;bike;1;0;1;3;;24/06/2022 8:04
4690;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;26/11/2022 17:19
4691;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;6/06/2022 0:10
4692;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;26/12/2022 16:22
4693;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;11/11/2022 17:04
4694;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;24/04/2023 19:27
4695;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;3/01/2023 7:51
4696;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;30/01/2023 3:19
4697;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;14/08/2022 9:43
4698;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;29/06/2022 1:14
4699;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;29/08/2022 4:30
4700;Tarde;-1;Día laboral;6;60.0;1;2;2;2;bike;2;0;1;3;;2/12/2022 3:35
4701;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;31/08/2022 14:10
4702;Tarde;-1;Día laboral;2;30.0;1;1;1;1;bike;2;0;1;3;;22/11/2022 11:38
4703;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;6/09/2022 18:25
4704;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;21/10/2022 23:31
4705;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;2;0;1;2;;9/02/2023 19:22
4706;Mañana;-1;Día laboral;6;50.0;1;4;4;2;bike;1;3;1;2;;16/02/2023 12:41
4707;Tarde;-1;Día laboral;6;30.0;1;2;2;2;bike;1;3;1;2;;17/05/2022 23:00
4708;Mañana;-1;Día laboral;6;20.0;1;2;2;1;bike;1;2;1;3;;3/04/2023 15:17
4709;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;31/05/2022 7:01
4710;Mañana;-1;Día laboral;6;30.0;4;4;4;1;bike;2;3;1;2;;22/01/2023 12:33
4711;Noche;-2;Día laboral;6;30.0;4;2;2;1;bike;1;0;1;2;;6/02/2023 6:54
4712;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;2;3;1;3;;9/12/2022 12:40
4713;Tarde;-1;Día laboral;6;40.0;1;1;1;1;bike;1;0;1;3;;25/07/2022 12:59
4714;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;16/01/2023 13:58
4715;Noche;-1;Fin de semana;6;30.0;4;2;2;1;bike;2;0;1;2;;7/12/2022 13:31
4716;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;26/09/2022 8:03
4717;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;4/09/2022 10:36
4718;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;28/09/2022 8:25
4719;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;14/04/2023 4:46
4720;Noche;-1;Día laboral;6;20.0;4;2;2;1;bike;1;3;1;3;;5/06/2022 12:11
4721;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;6;1;2;;5/03/2023 7:14
4722;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;7/05/2022 9:46
4723;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;11/04/2023 2:48
4724;Noche;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;15/05/2022 15:17
4725;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;6/01/2023 9:22
4726;Mañana;-1;Fin de semana;1;30.0;1;1;1;1;bike;1;2;1;3;;2/05/2023 1:26
4727;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;3;1;3;;24/09/2022 11:04
4728;Tarde;-1;Día laboral;6;60.0;6;2;2;2;bike;1;6;1;3;;5/12/2022 11:31
4729;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;5/12/2022 11:40
4730;Mañana;-1;Día laboral;1;40.0;1;1;1;2;bike;1;1;1;3;;9/02/2023 0:28
4731;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;17/09/2022 15:42
4732;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;11/06/2022 0:19
4733;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;8/06/2022 8:52
4734;Tarde;-2;Fin de semana;6;40.0;1;1;1;2;bike;1;3;1;3;;31/03/2023 1:33
4735;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;17/06/2022 9:08
4736;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;1;;22/05/2022 3:43
4737;Noche;-1;Fin de semana;6;30.0;4;2;2;1;bike;1;3;1;3;;27/07/2022 2:27
4738;Mañana;-1;Día laboral;6;20.0;1;1;1;1;bike;2;3;1;3;;29/04/2023 12:20
4739;Mañana;-1;Día laboral;6;30.0;4;2;2;1;bike;1;3;1;1;;25/09/2022 11:58
4740;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;17/08/2022 18:48
4741;Mañana;-1;Día laboral;3;30.0;1;1;1;1;bike;2;3;1;2;;22/02/2023 4:26
4742;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;13/07/2022 18:32
4743;Noche;-1;Día laboral;6;30.0;6;1;1;2;bike;1;0;1;2;;22/12/2022 8:06
4744;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;3;1;2;;3/08/2022 0:22
4745;Noche;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;31/08/2022 2:10
4746;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;13/09/2022 4:04
4747;Noche;-1;Día laboral;9;30.0;1;1;1;1;bike;1;0;1;3;;19/10/2022 5:38
4748;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;11/09/2022 7:55
4749;Noche;-1;Día laboral;6;30.0;6;1;1;2;bike;1;3;1;2;;3/06/2022 5:29
4750;Noche;-1;Día laboral;9;20.0;7;1;1;1;bike;2;0;1;3;;17/01/2023 19:33
4751;Mañana;-1;Fin de semana;6;30.0;1;2;2;2;bike;1;3;1;3;;26/05/2022 0:30
4752;Tarde;-1;Día laboral;6;60.0;1;2;2;2;bike;1;0;1;2;;23/01/2023 2:44
4753;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;2;;10/12/2022 3:34
4754;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;1;;20/05/2022 4:44
4755;Noche;-2;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;9/08/2022 23:56
4756;Noche;-1;Día laboral;6;50.0;6;1;1;2;bike;1;0;1;3;;10/06/2022 22:53
4757;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;3/07/2022 22:18
4758;Mañana;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;5/01/2023 22:13
4759;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;5/05/2022 18:38
4760;Tarde;-1;Día laboral;6;20.0;1;1;1;1;bike;2;3;1;3;;19/08/2022 21:14
4761;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;29/07/2022 9:22
4762;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;1;1;3;;14/10/2022 12:29
4763;Noche;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;2/12/2022 4:42
4764;Noche;-2;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;6/10/2022 9:14
4765;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/08/2022 7:04
4766;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;6/10/2022 9:59
4767;Tarde;-1;Día laboral;9;30.0;7;1;1;1;bike;1;0;1;2;;1/02/2023 17:47
4768;Tarde;-2;Día laboral;6;20.0;1;1;1;1;bike;1;0;1;2;;24/07/2022 4:49
4769;Mañana;-1;Día laboral;1;30.0;1;2;2;1;bike;1;1;1;2;;4/01/2023 4:38
4770;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;1;6;1;2;;10/10/2022 17:23
4771;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;18/11/2022 23:39
4772;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;15/02/2023 7:17
4773;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;5/04/2023 8:18
4774;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;2;;12/05/2023 14:53
4775;Mañana;-1;Día laboral;6;40.0;1;2;2;2;bike;1;0;1;2;;4/12/2022 17:32
4776;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;24/05/2023 23:09
4777;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;12/09/2022 7:54
4778;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;1;1;3;;14/06/2022 13:09
4779;Tarde;-2;Día laboral;6;30.0;7;1;1;1;bike;2;3;1;3;;30/05/2022 23:11
4780;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;27/07/2022 0:46
4781;Mañana;-1;Día laboral;6;30.0;7;1;1;1;bike;2;0;1;3;;15/10/2022 6:45
4782;Mañana;-1;Día laboral;6;30.0;1;4;4;2;bike;1;0;1;3;;18/03/2023 8:41
4783;Tarde;-1;Día laboral;6;40.0;1;2;2;2;bike;1;3;1;2;;18/03/2023 19:58
4784;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;7/01/2023 12:00
